Column1,Column2,Category,Value,Month,Date,Name,Surname,Orientation
71,94,A,131,Apr,2023-01-06 04:47:44.177284,Eva,Garcia,Bisexual
31,170,B,423,Dec,2022-06-27 04:47:44.177284,Frank,Martinez,Gay
34,144,A,143,Mar,2021-12-19 04:47:44.177284,Grace,Garcia,Gay
49,118,B,278,Jun,2022-05-24 04:47:44.177284,Henry,Martinez,Gay
12,183,A,464,Dec,2022-04-07 04:47:44.177284,Eva,Rodriguez,Pansexual
54,112,C,462,Feb,2021-07-15 04:47:44.177284,Bob,Smith,Pansexual
65,188,A,173,May,2023-04-04 04:47:44.177284,Henry,Johnson,Straight
67,115,A,164,Jun,2021-03-13 04:47:44.177284,Bob,Miller,Bisexual
82,159,A,420,Aug,2023-03-30 04:47:44.177284,David,Smith,Gay
44,182,A,264,May,2022-10-08 04:47:44.177284,Bob,Jones,Bisexual
89,179,C,439,Sep,2024-03-14 04:47:44.177284,Bob,Miller,Bisexual
23,98,B,221,Jun,2022-12-02 04:47:44.177284,Frank,Rodriguez,Gay
2,160,C,352,Apr,2023-03-31 04:47:44.177284,David,Jones,Gay
50,94,B,372,Jan,2022-09-23 04:47:44.177284,Ivy,Garcia,Straight
49,123,C,245,Feb,2020-05-11 04:47:44.177284,Bob,Jones,Pansexual
73,197,B,278,Sep,2023-02-15 04:47:44.177284,Frank,Rodriguez,Pansexual
68,67,B,260,Oct,2023-10-09 04:47:44.177284,Bob,Jones,Bisexual
17,153,A,434,Oct,2022-05-09 04:47:44.177284,Ivy,Martinez,Straight
25,61,A,176,Feb,2022-07-06 04:47:44.177284,Ivy,Miller,Pansexual
26,197,C,310,Apr,2020-11-21 04:47:44.177284,Alice,Rodriguez,Gay
50,144,C,350,Feb,2021-08-01 04:47:44.177284,Grace,Garcia,Pansexual
72,57,A,187,Jul,2022-05-17 04:47:44.177284,Ivy,Miller,Lesbian
28,157,B,160,Sep,2023-08-13 04:47:44.177284,Eva,Brown,Gay
30,101,C,194,Mar,2019-10-12 04:47:44.177284,Eva,Garcia,Straight
68,77,C,245,Dec,2023-10-29 04:47:44.177284,Grace,Martinez,Gay
49,157,B,110,Sep,2019-07-11 04:47:44.177284,Alice,Davis,Gay
19,64,A,148,Nov,2020-07-24 04:47:44.177284,David,Garcia,Gay
55,197,C,117,Jan,2022-08-19 04:47:44.177284,Eva,Garcia,Straight
88,155,C,375,Jun,2021-01-01 04:47:44.177284,Henry,Rodriguez,Bisexual
50,194,A,191,Feb,2020-01-06 04:47:44.177284,Bob,Williams,Straight
73,180,C,341,Mar,2019-06-23 04:47:44.177284,Jack,Garcia,Lesbian
59,119,B,400,Dec,2021-09-08 04:47:44.177284,Alice,Smith,Pansexual
2,194,B,275,Oct,2020-04-17 04:47:44.177284,Henry,Williams,Gay
31,116,A,413,Sep,2023-07-07 04:47:44.177284,Alice,Johnson,Gay
56,58,B,246,Feb,2022-04-14 04:47:44.177284,Charlie,Miller,Bisexual
12,80,A,483,May,2021-09-10 04:47:44.177284,Jack,Jones,Bisexual
88,183,A,426,Jul,2022-04-07 04:47:44.177284,Ivy,Smith,Bisexual
8,157,A,475,May,2023-01-20 04:47:44.177284,Eva,Rodriguez,Pansexual
39,128,C,296,Nov,2020-10-09 04:47:44.177284,Alice,Smith,Lesbian
21,176,C,344,Jul,2020-02-05 04:47:44.177284,David,Williams,Lesbian
21,180,B,106,May,2019-12-12 04:47:44.177284,Charlie,Rodriguez,Lesbian
29,64,B,237,Apr,2020-08-31 04:47:44.177284,Charlie,Martinez,Lesbian
69,70,A,224,Jun,2020-04-10 04:47:44.177284,Alice,Miller,Straight
53,158,C,177,Nov,2020-06-26 04:47:44.177284,Alice,Miller,Gay
6,118,B,416,Jul,2020-05-18 04:47:44.177284,Henry,Rodriguez,Straight
58,175,A,358,Jun,2021-08-06 04:47:44.177284,Alice,Smith,Bisexual
43,193,B,235,Jul,2023-05-23 04:47:44.177284,Charlie,Miller,Bisexual
12,130,C,126,Oct,2020-06-24 04:47:44.177284,Eva,Miller,Lesbian
43,141,B,377,Feb,2019-04-19 04:47:44.177284,Grace,Rodriguez,Gay
26,58,B,148,Sep,2022-10-29 04:47:44.177284,Henry,Martinez,Gay
31,199,C,433,Mar,2024-01-01 04:47:44.177284,Henry,Johnson,Lesbian
35,94,A,364,Sep,2022-02-17 04:47:44.177284,Henry,Martinez,Bisexual
36,114,B,359,Aug,2022-03-21 04:47:44.177284,Grace,Martinez,Lesbian
72,199,A,132,Jul,2021-03-10 04:47:44.177284,Eva,Brown,Straight
29,168,C,168,Aug,2020-11-23 04:47:44.177284,Ivy,Brown,Gay
76,185,B,458,May,2021-12-25 04:47:44.177284,Frank,Davis,Straight
72,169,A,127,May,2023-11-03 04:47:44.177284,Henry,Jones,Pansexual
25,51,B,443,Sep,2023-04-09 04:47:44.177284,Grace,Rodriguez,Gay
9,199,C,380,Jul,2019-08-26 04:47:44.177284,Jack,Johnson,Bisexual
77,141,B,152,Apr,2021-08-12 04:47:44.177284,David,Williams,Straight
25,170,C,229,Apr,2023-05-03 04:47:44.177284,Charlie,Brown,Pansexual
29,171,A,424,Jan,2019-04-23 04:47:44.177284,Henry,Davis,Straight
36,139,A,296,Oct,2019-08-11 04:47:44.177284,Ivy,Smith,Pansexual
26,51,C,491,Apr,2022-07-11 04:47:44.177284,Ivy,Brown,Lesbian
62,72,C,337,Aug,2020-08-07 04:47:44.177284,Grace,Garcia,Pansexual
32,76,B,273,Nov,2022-06-21 04:47:44.177284,Frank,Martinez,Bisexual
90,68,A,122,Oct,2021-02-09 04:47:44.177284,Ivy,Jones,Gay
11,165,B,452,Sep,2022-06-22 04:47:44.177284,Henry,Jones,Straight
34,190,B,194,Jan,2019-07-03 04:47:44.177284,Bob,Rodriguez,Lesbian
43,136,C,204,Sep,2022-07-19 04:47:44.177284,Eva,Martinez,Pansexual
33,123,A,253,Jun,2020-02-17 04:47:44.177284,Frank,Brown,Lesbian
34,164,A,204,Mar,2024-03-14 04:47:44.177284,Ivy,Jones,Bisexual
99,77,A,319,Nov,2020-12-13 04:47:44.177284,Bob,Martinez,Lesbian
7,198,B,384,Aug,2020-05-03 04:47:44.177284,Grace,Smith,Bisexual
71,66,A,486,Dec,2020-06-23 04:47:44.177284,Grace,Rodriguez,Bisexual
85,192,B,486,May,2019-10-17 04:47:44.177284,Charlie,Johnson,Gay
22,168,A,119,Dec,2023-08-24 04:47:44.177284,Henry,Johnson,Straight
39,80,C,295,Nov,2023-09-27 04:47:44.177284,Eva,Miller,Pansexual
14,56,B,187,Nov,2023-08-27 04:47:44.177284,Grace,Johnson,Bisexual
25,146,A,218,Nov,2022-08-07 04:47:44.177284,Grace,Miller,Gay
17,72,A,254,May,2021-04-10 04:47:44.177284,Grace,Miller,Bisexual
6,78,B,166,Jun,2019-03-23 04:47:44.177284,Ivy,Williams,Bisexual
80,144,B,411,Feb,2023-02-27 04:47:44.177284,Jack,Brown,Straight
85,171,C,391,Jan,2021-04-02 04:47:44.177284,Ivy,Brown,Pansexual
84,139,C,282,Jan,2022-01-23 04:47:44.177284,Charlie,Brown,Straight
3,84,A,426,Sep,2021-09-16 04:47:44.177284,Henry,Garcia,Bisexual
45,189,A,105,Dec,2019-04-29 04:47:44.177284,Bob,Garcia,Pansexual
85,69,C,264,Jul,2021-07-12 04:47:44.177284,David,Rodriguez,Gay
71,70,C,293,Jun,2022-04-11 04:47:44.177284,Jack,Jones,Pansexual
71,122,A,497,Apr,2020-09-30 04:47:44.177284,Henry,Rodriguez,Bisexual
19,165,C,105,Nov,2020-12-27 04:47:44.177284,Eva,Davis,Straight
53,104,A,441,Jul,2021-09-19 04:47:44.177284,David,Martinez,Gay
44,175,B,444,Apr,2022-08-16 04:47:44.177284,Bob,Rodriguez,Straight
47,98,B,366,Feb,2020-03-16 04:47:44.177284,Bob,Rodriguez,Bisexual
44,139,A,258,Mar,2020-03-28 04:47:44.177284,David,Williams,Gay
78,101,C,171,Aug,2023-10-01 04:47:44.177284,David,Miller,Lesbian
95,115,A,313,Jun,2023-02-20 04:47:44.177284,Grace,Smith,Gay
50,135,A,104,Mar,2021-01-20 04:47:44.177284,Bob,Smith,Bisexual
54,186,B,208,Nov,2023-12-27 04:47:44.177284,Charlie,Williams,Bisexual
14,175,B,392,Feb,2022-05-13 04:47:44.177284,Grace,Williams,Pansexual
35,167,C,443,Mar,2020-11-23 04:47:44.177284,Henry,Smith,Bisexual
22,190,A,107,Nov,2023-01-02 04:47:44.177284,Grace,Williams,Pansexual
52,106,C,153,Mar,2021-09-28 04:47:44.177284,Charlie,Williams,Bisexual
9,120,C,278,Aug,2019-06-15 04:47:44.177284,Henry,Johnson,Lesbian
10,196,B,464,Jul,2023-01-23 04:47:44.177284,Ivy,Garcia,Pansexual
35,175,A,107,Jul,2022-12-02 04:47:44.177284,Frank,Garcia,Lesbian
75,181,A,362,May,2020-05-23 04:47:44.177284,Henry,Martinez,Lesbian
16,90,C,434,Dec,2023-08-06 04:47:44.177284,Alice,Smith,Pansexual
41,164,A,352,Oct,2019-05-14 04:47:44.177284,Eva,Williams,Gay
84,80,A,384,Dec,2022-12-02 04:47:44.177284,Eva,Smith,Gay
24,179,C,331,Sep,2021-01-24 04:47:44.177284,Alice,Smith,Gay
22,176,A,392,Jul,2021-06-18 04:47:44.177284,Ivy,Davis,Gay
77,83,A,395,Oct,2021-03-20 04:47:44.177284,Grace,Jones,Gay
33,107,C,112,Nov,2020-03-01 04:47:44.177284,Bob,Williams,Straight
97,94,B,115,Oct,2020-06-15 04:47:44.177284,Ivy,Williams,Gay
25,163,B,229,Aug,2023-02-19 04:47:44.177284,Charlie,Smith,Straight
37,54,A,321,Mar,2022-11-27 04:47:44.177284,Henry,Rodriguez,Lesbian
2,62,C,108,Mar,2020-05-11 04:47:44.177284,Eva,Smith,Bisexual
7,156,B,364,May,2023-08-11 04:47:44.177284,Jack,Martinez,Straight
90,93,C,140,Aug,2019-11-29 04:47:44.177284,Grace,Davis,Lesbian
8,193,B,435,May,2021-10-01 04:47:44.177284,Jack,Rodriguez,Lesbian
2,91,C,312,Jun,2019-12-17 04:47:44.177284,Eva,Davis,Lesbian
85,177,C,341,Dec,2022-10-31 04:47:44.177284,Eva,Garcia,Bisexual
21,166,A,481,Dec,2021-08-18 04:47:44.177284,Jack,Martinez,Straight
27,71,C,264,Jul,2024-02-28 04:47:44.177284,Charlie,Johnson,Gay
92,81,A,149,Jul,2022-07-16 04:47:44.177284,Eva,Jones,Lesbian
55,135,C,372,Jan,2023-11-06 04:47:44.177284,Frank,Williams,Pansexual
81,153,A,407,Jun,2023-03-25 04:47:44.177284,Henry,Miller,Gay
75,69,C,289,Nov,2020-09-19 04:47:44.177284,Eva,Rodriguez,Gay
29,146,A,267,Apr,2024-03-04 04:47:44.177284,Henry,Martinez,Straight
59,70,C,437,Apr,2021-06-22 04:47:44.177284,Frank,Smith,Pansexual
61,108,A,290,Oct,2020-04-11 04:47:44.177284,Ivy,Miller,Pansexual
24,160,A,381,Jan,2023-07-18 04:47:44.177284,Charlie,Williams,Lesbian
21,109,A,221,Sep,2022-06-12 04:47:44.177284,Eva,Garcia,Bisexual
23,177,C,289,Jun,2023-02-07 04:47:44.177284,Ivy,Rodriguez,Bisexual
97,57,C,105,Aug,2020-03-16 04:47:44.177284,Henry,Williams,Bisexual
86,144,C,372,Nov,2023-03-22 04:47:44.177284,Bob,Brown,Bisexual
60,133,C,240,Jun,2019-11-05 04:47:44.177284,Henry,Smith,Gay
85,88,B,216,Jan,2024-01-28 04:47:44.177284,Charlie,Davis,Lesbian
38,174,C,200,May,2020-08-05 04:47:44.177284,Frank,Brown,Gay
53,75,B,225,Mar,2020-02-25 04:47:44.177284,Ivy,Davis,Pansexual
24,175,A,482,Aug,2021-11-26 04:47:44.177284,Bob,Jones,Lesbian
7,73,B,299,Feb,2021-02-14 04:47:44.177284,Charlie,Brown,Straight
33,94,C,387,Mar,2021-06-25 04:47:44.177284,Alice,Rodriguez,Lesbian
30,84,C,246,Jun,2022-10-31 04:47:44.177284,Alice,Brown,Gay
76,184,A,217,Jul,2020-01-07 04:47:44.177284,Grace,Martinez,Lesbian
73,55,B,322,May,2021-05-21 04:47:44.177284,Eva,Smith,Straight
93,97,B,398,Mar,2023-09-15 04:47:44.177284,Grace,Jones,Pansexual
34,167,B,221,Feb,2023-10-18 04:47:44.177284,Alice,Brown,Straight
99,177,C,496,Jun,2022-06-22 04:47:44.177284,Eva,Smith,Straight
15,143,B,386,Sep,2020-07-26 04:47:44.177284,Bob,Miller,Bisexual
79,149,B,119,Feb,2022-04-06 04:47:44.177284,Grace,Garcia,Straight
21,105,B,365,Nov,2023-05-22 04:47:44.177284,Eva,Rodriguez,Bisexual
75,163,B,297,Dec,2023-01-30 04:47:44.177284,Charlie,Jones,Pansexual
90,178,B,276,Sep,2020-06-13 04:47:44.177284,Charlie,Martinez,Straight
48,137,C,282,Jun,2020-07-27 04:47:44.177284,Frank,Williams,Gay
44,75,C,364,Mar,2022-08-31 04:47:44.177284,Bob,Miller,Pansexual
1,93,B,258,Dec,2022-11-28 04:47:44.177284,Henry,Jones,Pansexual
56,160,B,223,Jun,2021-09-07 04:47:44.177284,Charlie,Davis,Gay
32,183,C,279,Aug,2020-04-11 04:47:44.177284,Jack,Davis,Pansexual
11,187,C,294,Nov,2019-03-30 04:47:44.177284,Bob,Martinez,Pansexual
64,170,A,471,Apr,2019-07-02 04:47:44.177284,Grace,Garcia,Straight
40,106,A,318,Sep,2023-09-20 04:47:44.177284,Eva,Martinez,Bisexual
73,184,C,296,Sep,2022-07-12 04:47:44.177284,Bob,Johnson,Bisexual
41,60,C,137,Nov,2019-08-31 04:47:44.177284,Charlie,Brown,Pansexual
61,183,B,441,Jan,2021-04-29 04:47:44.177284,Alice,Johnson,Gay
68,83,C,412,Oct,2020-01-18 04:47:44.177284,Ivy,Rodriguez,Straight
74,148,C,136,Sep,2019-10-30 04:47:44.177284,Grace,Rodriguez,Gay
70,84,A,440,Sep,2019-12-14 04:47:44.177284,Frank,Williams,Bisexual
33,110,C,314,May,2022-04-08 04:47:44.177284,Grace,Johnson,Bisexual
20,165,B,247,May,2020-05-21 04:47:44.177284,David,Johnson,Straight
18,175,A,256,Feb,2023-02-24 04:47:44.177284,Bob,Johnson,Straight
98,99,C,311,Jun,2021-08-17 04:47:44.177284,Ivy,Williams,Pansexual
90,159,C,130,Dec,2024-02-08 04:47:44.177284,David,Garcia,Lesbian
19,114,B,160,Nov,2019-09-07 04:47:44.177284,Henry,Williams,Gay
85,157,A,476,Nov,2022-06-21 04:47:44.177284,Henry,Davis,Pansexual
46,105,C,397,Oct,2019-09-22 04:47:44.177284,Jack,Johnson,Straight
75,187,C,451,May,2020-12-31 04:47:44.177284,Eva,Garcia,Straight
9,65,A,161,Dec,2019-07-10 04:47:44.177284,Henry,Jones,Bisexual
19,140,A,381,Aug,2020-03-10 04:47:44.177284,Grace,Miller,Lesbian
16,136,C,290,Jan,2024-02-10 04:47:44.177284,David,Brown,Pansexual
19,190,C,121,Jun,2020-03-13 04:47:44.177284,Henry,Smith,Straight
4,96,A,255,Jun,2021-10-21 04:47:44.177284,Jack,Rodriguez,Gay
86,50,B,317,Jul,2022-03-05 04:47:44.177284,Frank,Martinez,Pansexual
84,101,A,417,Jul,2021-12-25 04:47:44.177284,David,Martinez,Gay
70,111,A,308,Mar,2020-11-26 04:47:44.177284,Bob,Williams,Straight
8,170,B,414,Nov,2023-05-18 04:47:44.177284,David,Johnson,Gay
32,83,C,287,Jun,2021-07-29 04:47:44.177284,Bob,Miller,Bisexual
15,186,A,376,Jun,2021-07-08 04:47:44.177284,Henry,Garcia,Gay
12,124,A,382,Aug,2019-09-09 04:47:44.177284,Bob,Garcia,Gay
1,120,C,113,Feb,2023-03-27 04:47:44.177284,Eva,Rodriguez,Straight
10,147,A,379,Nov,2022-08-03 04:47:44.177284,Bob,Rodriguez,Pansexual
2,120,B,482,Jul,2020-03-29 04:47:44.177284,Frank,Rodriguez,Gay
40,129,C,239,Jun,2019-10-17 04:47:44.177284,Henry,Davis,Lesbian
58,67,C,196,Aug,2023-12-02 04:47:44.177284,David,Jones,Straight
87,104,C,334,Apr,2021-11-18 04:47:44.177284,Frank,Williams,Lesbian
57,78,B,481,Jan,2019-04-20 04:47:44.177284,David,Martinez,Gay
20,112,A,227,Nov,2023-09-03 04:47:44.177284,Grace,Miller,Gay
57,111,C,303,Jul,2021-11-27 04:47:44.177284,Henry,Davis,Bisexual
98,62,A,492,Nov,2022-10-03 04:47:44.177284,David,Williams,Gay
43,128,A,281,Feb,2023-12-05 04:47:44.177284,Alice,Rodriguez,Bisexual
40,105,B,485,Apr,2024-03-13 04:47:44.177284,Eva,Jones,Gay
72,92,C,370,Aug,2022-09-23 04:47:44.177284,Jack,Smith,Gay
15,175,C,329,Jun,2020-09-16 04:47:44.177284,Frank,Johnson,Gay
67,66,C,469,Jan,2021-02-05 04:47:44.177284,Charlie,Johnson,Bisexual
84,147,A,479,Oct,2021-11-03 04:47:44.177284,Eva,Martinez,Straight
10,124,B,222,Sep,2021-03-28 04:47:44.177284,Charlie,Smith,Straight
51,91,C,465,Nov,2022-08-09 04:47:44.177284,Alice,Davis,Bisexual
77,155,B,310,Feb,2021-09-06 04:47:44.177284,Ivy,Miller,Gay
32,139,C,226,Dec,2021-08-03 04:47:44.177284,David,Rodriguez,Bisexual
73,171,A,163,May,2022-08-01 04:47:44.177284,Henry,Martinez,Pansexual
13,157,B,386,Jul,2021-04-20 04:47:44.177284,Alice,Johnson,Straight
50,98,C,118,Jun,2023-06-27 04:47:44.177284,Frank,Brown,Gay
36,128,B,233,Feb,2021-07-12 04:47:44.177284,Frank,Williams,Lesbian
58,73,A,203,Oct,2023-09-17 04:47:44.177284,David,Smith,Bisexual
77,50,B,370,Mar,2021-09-02 04:47:44.177284,Eva,Rodriguez,Lesbian
3,119,A,480,Jan,2019-09-30 04:47:44.177284,Frank,Jones,Lesbian
11,82,A,224,Jan,2021-11-14 04:47:44.177284,Bob,Jones,Pansexual
39,72,A,400,Jan,2021-01-06 04:47:44.177284,Charlie,Garcia,Lesbian
69,121,C,361,Jun,2019-11-08 04:47:44.177284,Grace,Davis,Bisexual
40,91,C,444,Jan,2021-02-12 04:47:44.177284,Alice,Martinez,Pansexual
7,82,A,480,May,2022-09-12 04:47:44.177284,David,Smith,Lesbian
74,196,B,468,Feb,2022-04-28 04:47:44.177284,Henry,Johnson,Lesbian
28,111,C,463,Jan,2021-03-02 04:47:44.177284,Henry,Smith,Gay
72,70,C,215,May,2022-10-27 04:47:44.177284,David,Williams,Pansexual
43,150,A,341,Jun,2021-04-02 04:47:44.177284,Charlie,Miller,Lesbian
1,153,C,332,Jun,2022-04-28 04:47:44.177284,David,Johnson,Lesbian
20,176,C,452,Oct,2019-03-31 04:47:44.177284,Jack,Martinez,Pansexual
50,135,C,273,Jan,2020-11-11 04:47:44.177284,Henry,Brown,Lesbian
39,129,B,425,Mar,2023-03-02 04:47:44.177284,Jack,Jones,Lesbian
41,53,C,178,Aug,2022-11-20 04:47:44.177284,Alice,Jones,Gay
80,117,A,292,Jan,2021-11-15 04:47:44.177284,Grace,Williams,Gay
93,154,A,246,Jul,2019-11-19 04:47:44.177284,Grace,Smith,Bisexual
87,100,B,344,Jan,2023-10-23 04:47:44.177284,Ivy,Brown,Pansexual
61,90,A,482,May,2020-02-07 04:47:44.177284,Alice,Smith,Bisexual
96,85,B,241,Feb,2021-08-29 04:47:44.177284,Bob,Johnson,Bisexual
50,113,B,411,Jan,2019-10-31 04:47:44.177284,Alice,Williams,Gay
83,98,A,209,Jan,2021-07-11 04:47:44.177284,Henry,Jones,Straight
11,136,B,207,Apr,2019-07-07 04:47:44.177284,Ivy,Smith,Pansexual
76,66,C,325,Jan,2022-12-04 04:47:44.177284,Eva,Jones,Straight
10,186,B,114,Nov,2022-05-07 04:47:44.177284,Ivy,Rodriguez,Pansexual
52,123,C,342,Dec,2019-07-16 04:47:44.177284,Alice,Miller,Lesbian
63,128,C,202,Aug,2023-06-05 04:47:44.177284,Eva,Brown,Straight
4,122,C,152,Apr,2021-08-26 04:47:44.177284,David,Williams,Gay
97,183,B,360,Apr,2022-01-14 04:47:44.177284,Alice,Brown,Gay
23,104,C,208,Aug,2022-09-14 04:47:44.177284,Grace,Williams,Straight
91,125,B,481,Nov,2022-07-12 04:47:44.177284,Jack,Garcia,Lesbian
43,139,C,398,Jan,2020-09-29 04:47:44.177284,Alice,Rodriguez,Pansexual
41,63,A,208,Jan,2019-08-01 04:47:44.177284,Bob,Williams,Pansexual
92,80,A,307,May,2019-09-18 04:47:44.177284,Jack,Rodriguez,Lesbian
35,189,A,215,Jan,2022-07-22 04:47:44.177284,Frank,Johnson,Lesbian
32,150,A,429,Jan,2022-09-14 04:47:44.177284,Ivy,Jones,Lesbian
78,185,C,387,Jul,2020-02-20 04:47:44.177284,Eva,Davis,Gay
5,69,A,433,Jan,2022-10-21 04:47:44.177284,Ivy,Martinez,Lesbian
44,92,B,137,Sep,2023-08-27 04:47:44.177284,David,Smith,Gay
30,122,B,296,Jan,2022-03-29 04:47:44.177284,Bob,Williams,Bisexual
77,180,A,148,Feb,2023-01-30 04:47:44.177284,Charlie,Johnson,Bisexual
9,142,B,388,Oct,2021-07-01 04:47:44.177284,Ivy,Rodriguez,Bisexual
25,159,B,259,Aug,2020-08-25 04:47:44.177284,Charlie,Johnson,Lesbian
19,143,B,190,Oct,2023-12-29 04:47:44.177284,Alice,Davis,Straight
66,190,C,420,May,2021-04-02 04:47:44.177284,Charlie,Martinez,Pansexual
18,141,A,116,Dec,2021-03-30 04:47:44.177284,Grace,Johnson,Gay
28,66,A,178,Sep,2020-03-01 04:47:44.177284,Alice,Smith,Bisexual
72,108,B,124,Jan,2023-12-13 04:47:44.177284,Eva,Brown,Bisexual
82,52,B,270,Jul,2022-03-28 04:47:44.177284,Eva,Rodriguez,Pansexual
91,65,A,319,Dec,2019-10-16 04:47:44.177284,Jack,Davis,Lesbian
13,163,B,167,Sep,2019-05-13 04:47:44.177284,David,Martinez,Gay
9,126,B,123,Jul,2023-03-18 04:47:44.177284,Ivy,Williams,Straight
66,59,B,479,Aug,2022-01-11 04:47:44.177284,Alice,Garcia,Bisexual
87,103,A,226,Nov,2020-04-15 04:47:44.177284,Eva,Smith,Lesbian
16,128,B,449,Apr,2022-07-22 04:47:44.177284,Jack,Davis,Bisexual
64,80,A,215,Dec,2022-05-27 04:47:44.177284,Ivy,Jones,Pansexual
55,194,A,189,Jul,2023-02-23 04:47:44.177284,Eva,Jones,Straight
96,58,A,192,May,2020-10-10 04:47:44.177284,Jack,Rodriguez,Lesbian
98,118,A,402,Dec,2023-03-24 04:47:44.177284,Jack,Martinez,Bisexual
11,120,C,111,Dec,2020-06-18 04:47:44.177284,Charlie,Martinez,Lesbian
40,76,A,125,Jun,2020-12-17 04:47:44.177284,Ivy,Brown,Straight
59,98,C,220,Mar,2022-12-11 04:47:44.177284,David,Martinez,Bisexual
68,178,B,163,Mar,2023-12-20 04:47:44.177284,Eva,Martinez,Gay
26,145,B,132,Aug,2021-12-09 04:47:44.177284,Jack,Garcia,Bisexual
67,94,A,136,Jan,2020-07-22 04:47:44.177284,Jack,Martinez,Lesbian
56,95,C,249,Jun,2022-05-29 04:47:44.177284,Henry,Garcia,Gay
11,180,C,494,Oct,2022-09-09 04:47:44.177284,Ivy,Rodriguez,Lesbian
39,63,A,431,Mar,2019-08-29 04:47:44.178338,David,Davis,Straight
50,135,C,252,Mar,2020-08-27 04:47:44.178338,Alice,Miller,Bisexual
23,113,B,452,Jul,2023-12-15 04:47:44.178338,Henry,Smith,Lesbian
61,156,B,326,Apr,2019-10-01 04:47:44.178338,Charlie,Rodriguez,Pansexual
75,73,C,427,Aug,2019-03-20 04:47:44.178338,Eva,Miller,Bisexual
42,89,A,406,Jan,2022-12-29 04:47:44.178338,Henry,Brown,Pansexual
99,83,C,129,Oct,2021-09-12 04:47:44.178338,Frank,Brown,Lesbian
72,115,A,163,Sep,2022-11-28 04:47:44.178338,Ivy,Smith,Straight
63,151,C,257,Apr,2021-02-14 04:47:44.178338,Alice,Garcia,Straight
47,155,B,414,Sep,2023-05-12 04:47:44.178338,David,Rodriguez,Bisexual
80,74,B,449,Feb,2022-04-07 04:47:44.178338,Bob,Johnson,Straight
42,78,A,402,Jun,2021-11-20 04:47:44.178338,Jack,Garcia,Lesbian
43,89,A,278,Feb,2019-09-30 04:47:44.178338,Alice,Miller,Gay
39,98,A,440,Feb,2021-03-23 04:47:44.178338,Bob,Johnson,Gay
6,160,A,495,May,2020-11-21 04:47:44.178338,Eva,Martinez,Lesbian
13,199,C,367,Sep,2019-06-22 04:47:44.178338,Ivy,Smith,Lesbian
28,182,B,483,Jun,2022-05-18 04:47:44.178338,Alice,Jones,Bisexual
48,186,C,388,Aug,2019-12-14 04:47:44.178338,Charlie,Brown,Gay
41,169,B,197,Jan,2023-06-30 04:47:44.178338,Alice,Rodriguez,Pansexual
54,54,A,250,Nov,2022-03-14 04:47:44.178380,Jack,Brown,Lesbian
96,69,A,431,Apr,2023-02-14 04:47:44.178380,Ivy,Williams,Gay
60,138,C,264,Jul,2020-12-02 04:47:44.178380,Frank,Miller,Straight
52,59,C,269,Jan,2023-12-06 04:47:44.178380,Jack,Jones,Gay
61,147,C,376,Apr,2019-12-20 04:47:44.178380,Bob,Johnson,Gay
31,172,C,476,Apr,2020-09-01 04:47:44.178380,Charlie,Brown,Straight
46,114,A,417,Aug,2022-12-09 04:47:44.178380,Henry,Garcia,Pansexual
44,158,C,161,Mar,2024-01-10 04:47:44.178380,Frank,Jones,Bisexual
88,163,B,278,Jul,2019-09-22 04:47:44.178380,Jack,Brown,Lesbian
39,183,C,485,May,2020-12-02 04:47:44.178380,Grace,Miller,Gay
59,189,C,148,Sep,2020-05-31 04:47:44.178380,Ivy,Davis,Lesbian
58,95,A,262,Aug,2023-03-05 04:47:44.178380,Eva,Smith,Lesbian
74,128,C,130,Jun,2023-05-04 04:47:44.178380,Bob,Jones,Lesbian
29,161,C,451,Oct,2022-06-24 04:47:44.178380,Alice,Johnson,Straight
56,75,C,289,Oct,2020-01-05 04:47:44.178380,Alice,Williams,Pansexual
32,176,C,477,Jan,2022-05-10 04:47:44.178380,Bob,Johnson,Gay
78,54,A,351,May,2019-09-18 04:47:44.178380,David,Smith,Straight
12,74,C,398,Apr,2024-02-20 04:47:44.178380,David,Williams,Bisexual
82,107,A,479,Apr,2020-03-23 04:47:44.178380,Henry,Miller,Straight
68,152,B,249,Sep,2022-11-23 04:47:44.178380,Alice,Miller,Pansexual
7,97,B,368,Aug,2022-01-22 04:47:44.178380,Jack,Martinez,Gay
59,160,A,177,Sep,2021-03-15 04:47:44.178380,Grace,Johnson,Straight
99,191,C,123,Dec,2022-02-19 04:47:44.178380,Grace,Jones,Straight
73,186,A,137,Jan,2019-04-18 04:47:44.178380,Eva,Smith,Lesbian
61,89,A,427,Jun,2022-02-17 04:47:44.178380,Alice,Miller,Bisexual
66,157,B,126,Aug,2019-05-16 04:47:44.178380,Eva,Smith,Pansexual
45,165,A,229,Sep,2024-02-21 04:47:44.178380,Alice,Smith,Pansexual
37,91,A,197,Jan,2023-04-14 04:47:44.178380,Grace,Garcia,Gay
98,194,C,311,May,2023-08-13 04:47:44.178380,Ivy,Johnson,Bisexual
10,64,A,358,May,2024-01-04 04:47:44.178380,Eva,Johnson,Lesbian
48,58,A,106,Nov,2021-01-03 04:47:44.178380,Charlie,Miller,Gay
34,169,A,254,Jun,2022-11-21 04:47:44.178380,David,Brown,Straight
30,68,B,442,Apr,2023-10-21 04:47:44.178380,Grace,Smith,Bisexual
