Column1,Column2,Category,Value,Month,Date,Name,Surname,Orientation
36,85,B,178,May,2022-12-30 04:47:48.913172,Alice,Jones,Lesbian
65,62,C,340,Jun,2021-08-06 04:47:48.913172,David,Brown,Pansexual
65,149,C,238,Apr,2021-04-23 04:47:48.913172,David,Martinez,Lesbian
55,194,B,108,Mar,2019-11-29 04:47:48.913172,Eva,Miller,Gay
35,115,C,194,Feb,2023-10-27 04:47:48.913172,Grace,Brown,Lesbian
93,63,B,473,Oct,2019-10-09 04:47:48.913172,David,Johnson,Pansexual
73,124,B,480,Sep,2022-03-22 04:47:48.913172,Bob,Miller,Straight
24,69,A,297,Apr,2021-08-04 04:47:48.913172,Grace,Jones,Bisexual
73,127,A,386,Jun,2021-08-08 04:47:48.913172,Henry,Williams,Gay
92,98,B,482,Jan,2021-02-22 04:47:48.913172,Bob,Davis,Gay
14,111,B,474,Oct,2020-10-21 04:47:48.913172,Frank,Jones,Bisexual
76,77,A,122,Sep,2023-08-12 04:47:48.913172,Alice,Martinez,Lesbian
57,180,A,195,Sep,2023-08-01 04:47:48.913172,Bob,Williams,Straight
55,160,A,321,Sep,2020-03-06 04:47:48.913172,Charlie,Brown,Pansexual
85,151,A,434,Apr,2020-03-15 04:47:48.913172,Ivy,Rodriguez,Bisexual
65,59,C,477,Mar,2021-08-21 04:47:48.913172,Eva,Jones,Bisexual
38,117,A,179,Sep,2021-12-15 04:47:48.913172,Bob,Garcia,Straight
64,73,C,284,Jun,2022-04-14 04:47:48.913172,Alice,Martinez,Bisexual
88,114,C,242,Nov,2022-10-16 04:47:48.913172,Eva,Brown,Lesbian
17,89,C,384,Sep,2023-02-15 04:47:48.913172,Grace,Smith,Gay
26,84,A,340,Mar,2021-11-25 04:47:48.913172,David,Smith,Straight
25,55,B,400,Apr,2020-11-06 04:47:48.913172,Ivy,Jones,Pansexual
6,80,A,161,Apr,2021-02-06 04:47:48.913172,Frank,Martinez,Straight
65,89,B,377,Mar,2019-09-22 04:47:48.913172,Charlie,Miller,Pansexual
65,126,B,352,Oct,2020-04-14 04:47:48.913172,Bob,Miller,Straight
35,155,B,213,Sep,2020-03-07 04:47:48.913172,Frank,Rodriguez,Bisexual
50,193,C,169,Jun,2022-10-25 04:47:48.913172,Jack,Johnson,Gay
53,135,A,337,Apr,2023-07-07 04:47:48.913172,Charlie,Brown,Gay
52,93,B,150,Sep,2022-05-11 04:47:48.913172,Charlie,Williams,Gay
43,195,B,138,Nov,2023-10-04 04:47:48.913172,Henry,Garcia,Bisexual
68,175,B,113,Jan,2021-11-27 04:47:48.913172,Bob,Williams,Lesbian
63,74,C,209,Feb,2023-01-18 04:47:48.913172,Ivy,Brown,Gay
33,108,C,108,Sep,2022-01-08 04:47:48.913172,Jack,Miller,Straight
41,174,C,278,Jun,2021-04-17 04:47:48.913172,David,Jones,Gay
79,118,A,448,Oct,2023-05-01 04:47:48.913172,Grace,Rodriguez,Gay
56,126,C,391,Mar,2020-05-26 04:47:48.913172,Bob,Jones,Bisexual
68,149,B,306,Jan,2023-05-18 04:47:48.913172,Eva,Garcia,Pansexual
47,126,C,467,May,2022-05-22 04:47:48.913172,Henry,Smith,Lesbian
31,142,C,233,Feb,2019-05-23 04:47:48.913172,Grace,Johnson,Gay
12,177,C,332,Jul,2022-02-16 04:47:48.913172,Alice,Miller,Straight
36,121,B,161,Jun,2020-09-25 04:47:48.913172,Alice,Brown,Pansexual
23,155,B,102,Dec,2022-07-11 04:47:48.913172,David,Jones,Bisexual
79,193,A,222,Mar,2022-07-28 04:47:48.913172,David,Miller,Pansexual
53,186,A,495,Mar,2024-02-23 04:47:48.913172,Frank,Williams,Straight
83,100,A,144,Mar,2022-10-23 04:47:48.913172,Charlie,Rodriguez,Pansexual
67,195,A,166,Dec,2022-09-04 04:47:48.913172,Eva,Rodriguez,Gay
86,99,C,363,Sep,2021-04-17 04:47:48.913172,Charlie,Garcia,Bisexual
12,156,B,480,Aug,2023-05-12 04:47:48.913172,Charlie,Miller,Gay
45,158,A,247,Jan,2021-03-07 04:47:48.913172,Charlie,Brown,Bisexual
23,52,B,445,Feb,2022-08-17 04:47:48.913172,Charlie,Martinez,Straight
55,161,A,240,Mar,2019-05-04 04:47:48.913172,David,Smith,Lesbian
34,74,C,203,Aug,2021-07-15 04:47:48.913172,Jack,Garcia,Bisexual
7,120,B,429,Dec,2021-08-30 04:47:48.913172,Alice,Jones,Lesbian
45,140,C,262,Nov,2022-03-20 04:47:48.913172,Eva,Johnson,Pansexual
14,126,A,411,Aug,2019-09-19 04:47:48.913172,Jack,Miller,Lesbian
29,69,A,394,Jul,2023-12-15 04:47:48.913172,Alice,Rodriguez,Pansexual
93,157,C,247,Nov,2021-04-28 04:47:48.913172,Bob,Davis,Bisexual
16,112,A,199,Mar,2019-12-24 04:47:48.913172,Alice,Davis,Lesbian
66,165,A,384,Jul,2019-11-19 04:47:48.913172,David,Brown,Gay
93,197,A,151,Mar,2023-02-23 04:47:48.913172,Charlie,Brown,Straight
71,179,C,417,Jul,2019-05-22 04:47:48.913172,Charlie,Williams,Gay
28,86,A,404,Jun,2021-10-18 04:47:48.913172,Frank,Johnson,Lesbian
81,116,A,497,Jan,2019-08-12 04:47:48.913172,Bob,Davis,Gay
42,72,A,161,Jan,2022-09-23 04:47:48.913172,David,Smith,Bisexual
83,176,C,398,Jan,2022-08-22 04:47:48.913172,Frank,Smith,Lesbian
99,187,A,116,Jul,2020-09-04 04:47:48.913172,Eva,Davis,Bisexual
42,55,A,185,Sep,2020-07-21 04:47:48.913172,Bob,Brown,Gay
89,64,A,172,Feb,2023-10-07 04:47:48.913172,Eva,Williams,Straight
47,184,B,112,Jun,2020-03-29 04:47:48.913172,Frank,Davis,Bisexual
49,55,A,241,Jun,2023-03-20 04:47:48.913172,Ivy,Miller,Straight
59,70,B,316,May,2021-10-25 04:47:48.913172,Bob,Garcia,Pansexual
96,75,A,498,Aug,2022-10-03 04:47:48.913172,Jack,Martinez,Lesbian
66,115,B,130,Mar,2023-02-05 04:47:48.913172,Charlie,Smith,Straight
33,132,B,476,Apr,2023-04-11 04:47:48.913172,Eva,Garcia,Lesbian
26,76,C,119,Jul,2023-11-11 04:47:48.913172,Alice,Smith,Lesbian
71,156,B,314,Oct,2024-02-22 04:47:48.913172,Eva,Smith,Bisexual
12,61,A,423,Feb,2023-02-12 04:47:48.913172,Charlie,Martinez,Straight
60,111,C,193,Jun,2020-05-15 04:47:48.913172,David,Smith,Gay
65,138,C,188,Apr,2020-07-10 04:47:48.913172,Bob,Garcia,Bisexual
46,120,C,212,Mar,2021-05-09 04:47:48.913172,Bob,Johnson,Pansexual
94,83,B,288,May,2023-11-03 04:47:48.913172,Alice,Martinez,Lesbian
48,198,C,170,Dec,2020-05-04 04:47:48.913172,Eva,Jones,Pansexual
20,126,B,178,Jan,2020-02-09 04:47:48.913172,Ivy,Brown,Lesbian
83,144,B,381,Jul,2023-11-23 04:47:48.913172,Jack,Jones,Straight
57,175,C,346,Mar,2021-03-18 04:47:48.913172,David,Brown,Gay
74,96,C,190,Nov,2022-12-26 04:47:48.913172,Grace,Miller,Gay
43,188,A,112,May,2019-05-15 04:47:48.913172,Eva,Rodriguez,Lesbian
68,136,A,281,Dec,2022-07-03 04:47:48.913172,Frank,Miller,Straight
4,96,C,251,Aug,2024-01-20 04:47:48.913172,Henry,Johnson,Gay
96,162,C,317,Oct,2021-08-16 04:47:48.913172,Henry,Johnson,Gay
42,72,B,100,Mar,2022-09-19 04:47:48.913172,Bob,Johnson,Straight
75,196,A,354,Dec,2022-11-28 04:47:48.913172,Eva,Smith,Pansexual
84,184,B,266,Feb,2020-04-01 04:47:48.913172,David,Davis,Pansexual
65,124,A,380,Jan,2023-03-31 04:47:48.913172,Frank,Davis,Straight
65,71,C,474,Sep,2019-07-09 04:47:48.913172,Frank,Jones,Bisexual
32,178,C,101,Jul,2020-05-27 04:47:48.913172,Bob,Garcia,Lesbian
29,186,A,327,Jul,2020-05-11 04:47:48.913172,Charlie,Brown,Straight
28,164,A,202,Jul,2022-05-25 04:47:48.913172,David,Smith,Lesbian
36,120,B,211,Aug,2020-10-28 04:47:48.913172,Alice,Miller,Lesbian
19,111,C,412,Apr,2020-11-12 04:47:48.913172,Jack,Williams,Gay
64,149,C,412,Jul,2023-01-09 04:47:48.913172,Frank,Martinez,Pansexual
31,192,C,434,Nov,2023-08-06 04:47:48.913172,Grace,Miller,Lesbian
41,96,A,122,Jun,2022-01-11 04:47:48.913172,Charlie,Brown,Bisexual
53,119,B,131,Jan,2022-05-28 04:47:48.913172,Frank,Miller,Lesbian
88,162,B,241,Apr,2022-11-18 04:47:48.913172,Ivy,Johnson,Bisexual
90,161,B,170,Jun,2021-09-16 04:47:48.913172,Jack,Smith,Gay
73,68,B,193,Nov,2022-12-24 04:47:48.913172,Eva,Garcia,Bisexual
77,163,A,383,Jan,2019-06-27 04:47:48.913172,Henry,Brown,Lesbian
95,184,B,294,Mar,2023-07-18 04:47:48.913172,Eva,Williams,Gay
64,76,B,212,Nov,2019-04-03 04:47:48.913172,Eva,Smith,Lesbian
41,78,B,435,Jun,2023-06-07 04:47:48.913172,Bob,Rodriguez,Pansexual
71,70,C,115,Apr,2020-05-15 04:47:48.913172,Bob,Martinez,Lesbian
81,81,B,460,Sep,2022-05-11 04:47:48.913172,Henry,Jones,Pansexual
82,106,C,271,May,2019-05-15 04:47:48.913172,Eva,Davis,Pansexual
32,137,A,195,Nov,2021-02-17 04:47:48.913172,Bob,Garcia,Pansexual
72,156,A,212,Aug,2021-11-02 04:47:48.913172,Jack,Garcia,Straight
62,111,A,237,Jun,2024-03-09 04:47:48.913172,Alice,Rodriguez,Gay
30,99,B,185,Jul,2022-07-21 04:47:48.913172,David,Martinez,Straight
38,132,C,457,May,2022-06-21 04:47:48.913172,Grace,Rodriguez,Lesbian
14,147,C,392,May,2021-03-18 04:47:48.913172,Charlie,Brown,Pansexual
4,144,B,186,Jul,2019-08-25 04:47:48.913172,Grace,Martinez,Lesbian
16,74,B,127,Jul,2023-08-14 04:47:48.913172,Grace,Martinez,Lesbian
94,77,A,385,Jun,2020-07-03 04:47:48.913172,Charlie,Johnson,Straight
45,90,C,429,Mar,2022-08-24 04:47:48.913172,Bob,Brown,Gay
46,177,C,305,Sep,2021-03-14 04:47:48.913172,David,Johnson,Gay
24,119,A,318,Jun,2024-02-10 04:47:48.913172,Alice,Martinez,Lesbian
42,109,A,206,Mar,2022-11-08 04:47:48.913172,Alice,Smith,Straight
99,199,A,107,Jan,2022-02-09 04:47:48.913172,Eva,Miller,Bisexual
76,72,C,255,Oct,2022-03-06 04:47:48.913172,Eva,Jones,Bisexual
17,59,C,384,Apr,2021-06-28 04:47:48.913172,David,Johnson,Lesbian
32,138,A,442,Feb,2022-05-12 04:47:48.913172,Henry,Rodriguez,Lesbian
77,118,C,496,Jul,2020-09-07 04:47:48.913172,Charlie,Smith,Gay
91,162,A,170,Nov,2019-12-29 04:47:48.913172,Alice,Miller,Lesbian
88,154,B,490,Sep,2021-12-21 04:47:48.913172,Henry,Garcia,Pansexual
16,182,A,412,Dec,2022-10-21 04:47:48.913172,Charlie,Garcia,Lesbian
42,183,B,487,Apr,2023-12-26 04:47:48.913172,Grace,Davis,Lesbian
8,169,C,180,Oct,2023-12-20 04:47:48.913172,Charlie,Jones,Pansexual
71,121,A,105,Aug,2020-11-17 04:47:48.913172,Frank,Rodriguez,Straight
83,94,C,252,Apr,2023-09-25 04:47:48.913172,Alice,Brown,Straight
30,86,A,464,May,2021-07-14 04:47:48.913172,Eva,Garcia,Gay
65,95,A,459,Jun,2019-04-07 04:47:48.913172,Grace,Rodriguez,Bisexual
19,54,A,334,Oct,2020-11-20 04:47:48.913172,David,Miller,Straight
68,93,B,144,May,2023-02-18 04:47:48.913172,David,Davis,Lesbian
60,59,A,118,Jan,2023-04-13 04:47:48.913172,Frank,Brown,Gay
45,52,C,220,Jan,2020-12-20 04:47:48.913172,Bob,Brown,Pansexual
55,129,A,167,Jul,2023-07-24 04:47:48.913172,Alice,Davis,Gay
63,97,A,459,Apr,2022-06-16 04:47:48.913172,Henry,Garcia,Bisexual
46,87,C,418,Dec,2021-08-23 04:47:48.913172,Alice,Smith,Pansexual
16,96,B,131,Apr,2019-06-15 04:47:48.913172,Jack,Davis,Gay
62,57,B,406,Apr,2023-04-26 04:47:48.913172,Eva,Johnson,Straight
61,101,B,363,Dec,2019-09-24 04:47:48.913172,Charlie,Davis,Bisexual
29,174,C,385,Sep,2021-05-11 04:47:48.913172,Frank,Davis,Straight
32,168,C,454,Apr,2020-09-24 04:47:48.913172,Bob,Davis,Straight
46,189,B,168,Apr,2020-03-25 04:47:48.913172,Alice,Smith,Bisexual
24,77,B,458,Jun,2019-09-21 04:47:48.913172,Henry,Davis,Lesbian
64,123,C,321,Sep,2020-05-30 04:47:48.913172,Henry,Garcia,Pansexual
47,78,A,468,Dec,2021-07-27 04:47:48.913172,Grace,Johnson,Bisexual
92,116,A,229,May,2019-11-11 04:47:48.913172,Grace,Garcia,Bisexual
32,58,B,466,Nov,2022-10-17 04:47:48.913172,Jack,Brown,Lesbian
73,116,C,342,Mar,2020-08-05 04:47:48.913172,Frank,Davis,Pansexual
89,71,B,424,Nov,2023-10-22 04:47:48.913172,Henry,Johnson,Gay
50,158,B,318,Jul,2024-02-10 04:47:48.913172,Jack,Rodriguez,Gay
24,86,C,484,Oct,2023-12-08 04:47:48.913172,Alice,Davis,Bisexual
53,122,B,479,May,2024-02-26 04:47:48.913172,Henry,Rodriguez,Bisexual
31,139,C,345,May,2019-12-07 04:47:48.913172,Frank,Rodriguez,Gay
95,102,C,262,Nov,2022-03-22 04:47:48.913172,Grace,Davis,Lesbian
16,183,A,104,Dec,2021-11-18 04:47:48.913172,Eva,Smith,Gay
64,192,A,458,Mar,2019-06-01 04:47:48.913172,Alice,Rodriguez,Bisexual
61,87,A,214,Mar,2022-03-24 04:47:48.913172,Jack,Smith,Pansexual
8,170,B,303,Apr,2022-04-19 04:47:48.913172,David,Jones,Straight
87,136,B,201,Oct,2024-03-11 04:47:48.913172,Charlie,Rodriguez,Lesbian
74,189,B,311,Dec,2020-10-10 04:47:48.913172,Eva,Rodriguez,Gay
86,85,A,396,Oct,2021-06-14 04:47:48.913172,Henry,Williams,Straight
99,125,C,448,Sep,2020-03-26 04:47:48.913172,Eva,Garcia,Pansexual
4,82,B,184,Jun,2020-08-15 04:47:48.913172,Jack,Davis,Straight
51,84,A,399,Jul,2021-08-28 04:47:48.913172,Charlie,Davis,Bisexual
64,83,C,437,Sep,2022-09-01 04:47:48.913172,Ivy,Johnson,Gay
58,132,C,287,Oct,2019-08-02 04:47:48.913172,David,Davis,Gay
24,69,A,381,Nov,2019-09-18 04:47:48.913172,Eva,Brown,Gay
25,102,A,266,Sep,2021-02-19 04:47:48.913172,Charlie,Davis,Straight
86,160,C,107,Feb,2022-08-23 04:47:48.913172,Bob,Smith,Gay
64,134,C,311,Aug,2022-06-02 04:47:48.913172,Henry,Williams,Pansexual
67,73,C,389,Apr,2023-02-25 04:47:48.913172,Frank,Williams,Straight
90,114,B,390,Sep,2020-02-24 04:47:48.913172,David,Davis,Lesbian
68,135,A,231,Aug,2020-06-20 04:47:48.913172,Eva,Jones,Pansexual
71,142,A,178,Feb,2019-03-21 04:47:48.913172,Grace,Davis,Gay
57,141,C,281,Apr,2022-12-19 04:47:48.913172,Ivy,Williams,Bisexual
65,160,B,110,Aug,2021-07-19 04:47:48.913172,David,Johnson,Gay
93,123,A,197,Feb,2021-03-30 04:47:48.913172,Jack,Garcia,Lesbian
61,89,B,319,Jan,2019-07-05 04:47:48.913172,Bob,Williams,Bisexual
81,74,C,270,Jun,2023-10-10 04:47:48.913172,Grace,Davis,Pansexual
39,173,B,188,Nov,2024-02-24 04:47:48.913172,Jack,Rodriguez,Bisexual
4,65,C,392,May,2021-03-22 04:47:48.913172,Frank,Johnson,Pansexual
55,190,B,317,Jul,2019-04-12 04:47:48.913172,Jack,Rodriguez,Pansexual
54,84,B,365,Jan,2019-08-20 04:47:48.913172,Grace,Davis,Lesbian
58,199,B,472,Mar,2019-04-16 04:47:48.913172,Jack,Martinez,Gay
27,118,C,238,Jan,2019-07-07 04:47:48.913172,Frank,Garcia,Straight
19,52,A,342,Nov,2022-02-20 04:47:48.913172,Alice,Garcia,Pansexual
89,111,C,358,Nov,2020-12-04 04:47:48.913172,David,Rodriguez,Straight
48,188,C,357,Sep,2021-10-26 04:47:48.913172,Grace,Smith,Bisexual
23,78,A,432,Mar,2023-04-22 04:47:48.913172,David,Jones,Bisexual
48,113,B,244,Feb,2022-10-22 04:47:48.913172,Grace,Brown,Bisexual
62,77,C,470,May,2023-06-29 04:47:48.913172,Ivy,Martinez,Lesbian
8,98,C,422,Sep,2021-02-01 04:47:48.913172,Bob,Miller,Gay
68,117,A,464,Jan,2020-04-01 04:47:48.913172,Bob,Garcia,Pansexual
90,73,C,308,Mar,2023-02-10 04:47:48.913172,Frank,Brown,Lesbian
78,133,A,154,Jul,2022-08-12 04:47:48.913172,David,Jones,Straight
91,106,C,189,Dec,2024-01-06 04:47:48.913172,Grace,Jones,Bisexual
97,162,C,148,Sep,2022-11-10 04:47:48.913172,Alice,Brown,Straight
38,151,B,337,Feb,2022-08-18 04:47:48.913172,Ivy,Martinez,Straight
72,182,C,107,Nov,2019-09-27 04:47:48.913172,Eva,Miller,Pansexual
17,81,A,476,May,2021-01-15 04:47:48.913172,Henry,Rodriguez,Pansexual
84,132,B,225,Mar,2022-11-29 04:47:48.913172,Frank,Davis,Lesbian
76,114,A,346,Feb,2021-10-14 04:47:48.913172,Bob,Martinez,Straight
64,163,C,309,Jun,2020-02-19 04:47:48.913172,Eva,Rodriguez,Straight
84,156,C,293,Oct,2019-08-23 04:47:48.913172,Charlie,Jones,Bisexual
41,140,B,414,Feb,2020-09-11 04:47:48.913172,Bob,Jones,Lesbian
46,59,B,411,Oct,2022-06-29 04:47:48.913172,Grace,Davis,Gay
1,139,A,448,Nov,2019-06-12 04:47:48.913172,Ivy,Martinez,Straight
24,175,B,328,Sep,2023-12-10 04:47:48.913172,Henry,Rodriguez,Lesbian
16,62,A,244,May,2022-03-15 04:47:48.913172,Charlie,Johnson,Straight
34,192,C,280,Mar,2019-09-15 04:47:48.913172,David,Garcia,Pansexual
37,125,B,164,Sep,2022-09-15 04:47:48.913172,Eva,Johnson,Gay
39,181,C,323,Mar,2023-03-30 04:47:48.913172,Henry,Brown,Straight
75,59,C,343,Nov,2022-09-14 04:47:48.913172,Eva,Rodriguez,Straight
11,93,C,115,Aug,2022-09-11 04:47:48.913172,Ivy,Davis,Gay
26,136,B,496,Apr,2019-05-02 04:47:48.913172,Eva,Davis,Lesbian
74,157,B,200,Oct,2022-12-07 04:47:48.913172,Frank,Brown,Lesbian
7,89,C,247,Feb,2023-10-03 04:47:48.913172,Henry,Brown,Lesbian
41,174,A,455,Jul,2019-03-29 04:47:48.913172,Bob,Martinez,Lesbian
33,80,A,156,Sep,2023-12-16 04:47:48.913172,Frank,Davis,Pansexual
77,94,B,108,Jan,2019-10-05 04:47:48.913172,Eva,Brown,Gay
68,140,A,453,Apr,2023-02-14 04:47:48.913172,David,Davis,Gay
73,198,C,365,Jul,2020-05-09 04:47:48.913172,Frank,Jones,Gay
18,126,A,319,Aug,2023-12-07 04:47:48.913172,Ivy,Martinez,Lesbian
46,117,A,329,Aug,2024-01-14 04:47:48.913172,Alice,Martinez,Gay
35,161,B,160,Feb,2020-12-25 04:47:48.913172,Jack,Johnson,Gay
78,129,B,277,Apr,2019-10-15 04:47:48.913172,Ivy,Jones,Straight
27,108,C,113,Feb,2020-05-28 04:47:48.913172,Eva,Williams,Gay
56,142,C,261,May,2019-12-20 04:47:48.913172,Alice,Garcia,Gay
20,182,C,472,Apr,2022-10-31 04:47:48.913172,Frank,Rodriguez,Straight
15,73,B,332,Dec,2020-12-26 04:47:48.913172,Charlie,Garcia,Bisexual
84,114,B,300,Jun,2021-12-10 04:47:48.913172,Henry,Smith,Straight
49,133,A,397,Nov,2019-09-08 04:47:48.913172,Ivy,Rodriguez,Bisexual
89,56,B,165,Sep,2020-02-26 04:47:48.913172,Frank,Williams,Gay
52,79,C,134,Feb,2022-04-21 04:47:48.913172,Eva,Brown,Straight
9,198,A,267,Feb,2024-02-12 04:47:48.913172,David,Garcia,Straight
80,114,C,250,Mar,2021-11-20 04:47:48.913172,Eva,Garcia,Pansexual
79,143,A,251,Oct,2021-10-29 04:47:48.913172,Grace,Garcia,Straight
66,89,A,421,Apr,2022-08-04 04:47:48.913172,Ivy,Smith,Straight
68,173,A,462,Oct,2021-09-15 04:47:48.913172,Jack,Williams,Pansexual
35,100,A,407,Aug,2022-01-22 04:47:48.913172,Eva,Davis,Bisexual
31,73,C,276,Feb,2023-07-16 04:47:48.913172,Ivy,Rodriguez,Pansexual
35,59,C,234,Feb,2021-12-27 04:47:48.913172,Alice,Garcia,Straight
43,173,B,391,Jun,2024-03-11 04:47:48.913172,Grace,Miller,Bisexual
3,145,A,292,Jul,2022-08-19 04:47:48.913172,David,Garcia,Lesbian
17,113,C,293,Feb,2021-11-28 04:47:48.913172,Eva,Smith,Straight
28,106,C,328,Dec,2022-06-22 04:47:48.913172,Ivy,Davis,Straight
52,193,A,135,Aug,2021-06-29 04:47:48.913172,Ivy,Brown,Lesbian
2,133,B,464,Sep,2022-06-17 04:47:48.913172,Alice,Johnson,Straight
48,170,C,404,Nov,2021-01-11 04:47:48.913172,Alice,Brown,Bisexual
52,97,A,197,Feb,2023-02-24 04:47:48.913172,Ivy,Williams,Lesbian
77,131,B,369,Jun,2020-01-15 04:47:48.913172,Ivy,Rodriguez,Gay
2,72,B,343,May,2021-11-20 04:47:48.913172,Charlie,Rodriguez,Pansexual
96,133,B,279,Sep,2020-12-22 04:47:48.913172,Alice,Davis,Straight
97,140,B,260,Oct,2019-06-04 04:47:48.913172,Charlie,Davis,Pansexual
77,112,C,392,Jun,2022-02-03 04:47:48.913172,Alice,Smith,Pansexual
16,79,A,360,Jun,2020-04-12 04:47:48.913172,Frank,Johnson,Lesbian
80,192,B,357,Aug,2022-05-13 04:47:48.913172,Frank,Johnson,Pansexual
3,149,C,205,Jan,2019-08-30 04:47:48.913172,Grace,Johnson,Bisexual
98,149,C,117,Apr,2021-03-19 04:47:48.913172,David,Davis,Pansexual
21,141,C,142,Sep,2019-11-24 04:47:48.913172,Frank,Garcia,Gay
71,182,B,423,Apr,2019-12-02 04:47:48.913172,Bob,Smith,Straight
10,70,C,404,Jul,2020-11-20 04:47:48.913172,Ivy,Williams,Lesbian
72,136,C,262,May,2020-03-03 04:47:48.913172,Frank,Williams,Straight
72,181,C,127,Sep,2023-06-26 04:47:48.913172,Henry,Martinez,Gay
15,75,B,458,Jan,2023-05-25 04:47:48.913172,Frank,Garcia,Lesbian
88,161,C,300,Jan,2020-12-11 04:47:48.913172,Grace,Smith,Lesbian
47,175,C,291,Apr,2019-10-26 04:47:48.913172,Alice,Smith,Pansexual
7,150,A,349,Oct,2023-04-18 04:47:48.913172,Henry,Rodriguez,Bisexual
88,109,B,289,Nov,2019-11-26 04:47:48.913172,Alice,Johnson,Gay
99,196,B,197,May,2023-12-19 04:47:48.913172,Alice,Martinez,Pansexual
74,71,B,365,Apr,2023-09-10 04:47:48.913172,Eva,Garcia,Lesbian
12,54,C,246,Sep,2023-01-20 04:47:48.913172,Grace,Davis,Straight
40,79,A,361,Dec,2021-06-19 04:47:48.913172,Bob,Davis,Lesbian
49,115,A,170,Jul,2019-11-26 04:47:48.913172,Charlie,Brown,Bisexual
46,54,A,304,Apr,2023-04-01 04:47:48.913172,Frank,Garcia,Gay
26,152,C,225,Apr,2020-08-16 04:47:48.913172,Alice,Williams,Pansexual
63,133,C,463,Mar,2019-07-07 04:47:48.913172,Eva,Brown,Straight
20,79,B,125,Sep,2020-09-18 04:47:48.913172,Frank,Garcia,Gay
72,197,A,433,Dec,2024-01-04 04:47:48.913172,David,Jones,Gay
72,167,C,383,Jul,2022-06-07 04:47:48.913172,Eva,Davis,Gay
64,137,C,217,Mar,2022-07-03 04:47:48.913172,Grace,Rodriguez,Gay
82,140,A,147,Jul,2023-05-27 04:47:48.913172,Charlie,Miller,Bisexual
42,89,A,157,Mar,2021-01-14 04:47:48.913172,David,Rodriguez,Bisexual
53,165,A,316,Jul,2021-06-05 04:47:48.913172,Henry,Jones,Straight
74,148,A,260,Jan,2021-04-04 04:47:48.913172,Grace,Jones,Gay
41,107,A,229,Feb,2021-05-28 04:47:48.913172,Charlie,Miller,Bisexual
24,162,A,109,Sep,2021-09-12 04:47:48.913172,Jack,Miller,Straight
6,156,C,376,Jul,2021-04-25 04:47:48.913172,Grace,Martinez,Pansexual
64,112,C,254,Oct,2020-08-24 04:47:48.913172,Ivy,Brown,Bisexual
63,198,B,433,Oct,2020-10-11 04:47:48.913172,Grace,Garcia,Bisexual
55,142,B,260,May,2020-08-15 04:47:48.913172,Jack,Williams,Lesbian
52,74,B,498,Jul,2023-09-29 04:47:48.913172,Grace,Davis,Pansexual
89,68,C,388,Feb,2020-05-21 04:47:48.913172,Charlie,Rodriguez,Bisexual
38,104,C,380,Jun,2019-09-18 04:47:48.913172,Ivy,Garcia,Gay
2,198,A,285,Feb,2023-09-08 04:47:48.913172,Charlie,Garcia,Pansexual
27,122,B,197,Jul,2021-08-22 04:47:48.913172,Charlie,Davis,Pansexual
1,70,C,336,Jan,2022-12-25 04:47:48.913172,Grace,Martinez,Straight
87,147,C,465,Jul,2019-12-21 04:47:48.913172,Grace,Martinez,Lesbian
49,115,A,385,Aug,2019-05-30 04:47:48.913172,Jack,Brown,Pansexual
81,132,B,224,Oct,2019-09-25 04:47:48.913172,Eva,Rodriguez,Gay
47,54,C,335,Aug,2023-06-09 04:47:48.913172,Frank,Garcia,Straight
73,131,B,266,Oct,2020-10-14 04:47:48.913172,Frank,Davis,Bisexual
29,58,A,445,Aug,2023-04-21 04:47:48.913172,Jack,Brown,Bisexual
66,111,C,246,Nov,2023-03-30 04:47:48.913172,David,Miller,Pansexual
65,141,A,285,Nov,2019-12-31 04:47:48.913172,Charlie,Johnson,Bisexual
83,173,C,196,Jul,2021-09-24 04:47:48.913172,Charlie,Brown,Pansexual
64,102,A,224,May,2022-07-06 04:47:48.913172,Jack,Smith,Pansexual
18,191,C,375,Mar,2023-05-05 04:47:48.913172,Frank,Miller,Gay
60,142,C,454,Aug,2023-01-20 04:47:48.913172,Charlie,Williams,Bisexual
8,139,B,278,Apr,2021-02-01 04:47:48.913172,Bob,Rodriguez,Straight
86,138,A,462,Jul,2021-08-05 04:47:48.913172,Charlie,Miller,Bisexual
42,80,A,159,Apr,2022-11-18 04:47:48.913172,Ivy,Smith,Pansexual
75,91,C,230,Jul,2021-10-07 04:47:48.913172,Frank,Jones,Bisexual
66,67,A,394,Nov,2019-07-30 04:47:48.913172,David,Smith,Gay
44,113,B,221,Aug,2023-12-09 04:47:48.913172,David,Jones,Straight
97,104,A,427,Jul,2019-12-15 04:47:48.913172,Charlie,Miller,Pansexual
30,73,B,304,Jan,2021-02-18 04:47:48.913172,Eva,Martinez,Bisexual
67,192,C,284,Nov,2020-01-14 04:47:48.913172,Frank,Rodriguez,Bisexual
9,80,A,430,May,2020-09-12 04:47:48.913172,Grace,Garcia,Straight
87,51,C,439,Nov,2023-06-11 04:47:48.913172,Jack,Johnson,Straight
54,130,C,294,Oct,2023-05-15 04:47:48.913172,Henry,Martinez,Pansexual
28,158,C,245,Jan,2019-09-12 04:47:48.913172,Frank,Rodriguez,Pansexual
29,57,C,436,Dec,2019-05-28 04:47:48.913172,Bob,Rodriguez,Bisexual
